"","Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","status"
"XM_005274215","XM_005274215",0.33092382241007,4.10320048253583,2.3573731384838,0.0320943875298778,0.12211944982437,-4.11405853531275,"NS"
"XM_006718679","XM_006718679",0.33092382241007,4.10320048253583,2.3573731384838,0.0320943875298778,0.12211944982437,-4.11405853531275,"NS"
"PROSER2","PROSER2",-0.468173676429207,7.18517620293997,-2.35721892723332,0.0321040750080794,0.122136948540802,-4.11433551946767,"NS"
"CCDC43","CCDC43",-0.294678015086057,8.1774929625745,-2.35679119955878,0.0321309590708794,0.122207691987524,-4.11510373284153,"NS"
"ABI2","ABI2",0.395921515665503,8.17787001112785,2.35668011069866,0.0321379448306497,0.122207691987524,-4.11530324183053,"NS"
"XM_006712183","XM_006712183",0.395921515665503,8.17787001112785,2.35668011069866,0.0321379448306497,0.122207691987524,-4.11530324183053,"NS"
"RPS19","RPS19",-0.611308138796961,6.78722451608127,-2.35652362061651,0.0321477880466817,0.12222575775328,-4.11558428146484,"NS"
"PSTK","PSTK",-0.554800981632361,6.8242981011592,-2.35621913817041,0.0321669481080356,0.122261700538184,-4.11613107542238,"NS"
"TMEM132B","TMEM132B",0.30142232365993,4.24914206801559,2.35612025605371,0.032173172741214,0.122261700538184,-4.11630864244135,"NS"
"SNRNP35","SNRNP35",-0.279745371354455,5.72474084959541,-2.35604966791545,0.0321776169610744,0.122261700538184,-4.11643539863119,"NS"
"XM_006719204","XM_006719204",-0.279745371354455,5.72474084959541,-2.35604966791545,0.0321776169610744,0.122261700538184,-4.11643539863119,"NS"
"TENT5B","TENT5B",0.643913050035453,8.76347370970337,2.35594956048134,0.0321839207030314,0.122266297042444,-4.11661516010739,"NS"
"SNRPD2","SNRPD2",-0.280935418052282,12.1466846315228,-2.35569082899499,0.0322002183511752,0.12228221969115,-4.11707974441907,"NS"
"XM_005259180","XM_005259180",-0.280935418052282,12.1466846315228,-2.35569082899499,0.0322002183511752,0.12228221969115,-4.11707974441907,"NS"
"COX6C","COX6C",-0.279362582259722,12.4837404202135,-2.35556081781609,0.0322084107645619,0.12228221969115,-4.11731318677501,"NS"
"NUDT7","NUDT7",0.48519080142789,8.25000687412601,2.35555209534536,0.0322089604651215,0.12228221969115,-4.11732884825016,"NS"
"LINC00671","LINC00671",0.377712136200227,5.53157958843826,2.355399914388,0.0322185525129574,0.12228221969115,-4.11760208978115,"NS"
"ANKRD30BP2","ANKRD30BP2",0.296619100643117,2.89283506971604,2.35507472055228,0.0322390586703439,0.12228221969115,-4.11818594972709,"NS"
"ANKRD30BL","ANKRD30BL",0.296619100643117,2.89283506971604,2.35507472055228,0.0322390586703439,0.12228221969115,-4.11818594972709,"NS"
"XM_005273699","XM_005273699",0.296619100643117,2.89283506971604,2.35507472055228,0.0322390586703439,0.12228221969115,-4.11818594972709,"NS"
"XM_006726488","XM_006726488",0.296619100643117,2.89283506971604,2.35507472055228,0.0322390586703439,0.12228221969115,-4.11818594972709,"NS"
"XR_250601","XR_250601",0.296619100643117,2.89283506971604,2.35507472055228,0.0322390586703439,0.12228221969115,-4.11818594972709,"NS"
"HS6ST2","HS6ST2",-1.20646918053579,6.58953775096071,-2.35479731201583,0.0322565612810477,0.122322225931082,-4.11868398593742,"NS"
"EXD2","EXD2",-0.415815143765486,6.73145092236659,-2.3546652743987,0.0322648951074778,0.122322225931082,-4.11892102591389,"NS"
"XM_006720190","XM_006720190",-0.415815143765486,6.73145092236659,-2.3546652743987,0.0322648951074778,0.122322225931082,-4.11892102591389,"NS"
"TMEM266","TMEM266",-0.254451487733877,3.83353584076081,-2.35379987578295,0.0323195667247246,0.122495601463641,-4.12047447934325,"NS"
"OXTR","OXTR",0.799051821183382,3.78581255126673,2.3537798413531,0.032320833433432,0.122495601463641,-4.12051043952191,"NS"
"GDF9","GDF9",-0.353590176812955,5.96419189607359,-2.35365142696544,0.0323289537472961,0.122507033129555,-4.12074092963496,"NS"
"AMH","AMH",0.283045958542622,4.14256326145042,2.35346320581354,0.0323408594263673,0.122532803149434,-4.12107875615292,"NS"
"ZBED3","ZBED3",0.596740498043231,5.50051692824738,2.35294868316026,0.0323734259385924,0.122584110999577,-4.12200217826516,"NS"
"NRXN2","NRXN2",0.432399633814241,4.08005142726028,2.35286793877619,0.0323785394244904,0.122584110999577,-4.12214708316292,"NS"
"XM_005274406","XM_005274406",0.432399633814241,4.08005142726028,2.35286793877619,0.0323785394244904,0.122584110999577,-4.12214708316292,"NS"
"XR_428930","XR_428930",0.432399633814241,4.08005142726028,2.35286793877619,0.0323785394244904,0.122584110999577,-4.12214708316292,"NS"
"ADI1","ADI1",0.358366292348979,10.9931935682072,2.35284586204515,0.0323799376609164,0.122584110999577,-4.12218670195049,"NS"
"IGF1","IGF1",0.9798825457927,3.89154011412332,2.35259914727008,0.0323955672827741,0.122586516004369,-4.1226294434855,"NS"
"XM_005268835","XM_005268835",0.9798825457927,3.89154011412332,2.35259914727008,0.0323955672827741,0.122586516004369,-4.1226294434855,"NS"
"IFNA17","IFNA17",-0.286706177300826,4.8082365017286,-2.35259397593705,0.0323958949677408,0.122586516004369,-4.12263872346501,"NS"
"CPSF3","CPSF3",-0.407379898019698,8.8183248770797,-2.35234365301385,0.0324117605778572,0.122587142096409,-4.12308791791509,"NS"
"EDA2R","EDA2R",0.420302409664971,5.02298148444944,2.35226905727447,0.0324164899127533,0.122587142096409,-4.12322177276436,"NS"
"XM_006724676","XM_006724676",0.420302409664971,5.02298148444944,2.35226905727447,0.0324164899127533,0.122587142096409,-4.12322177276436,"NS"
"XM_006724677","XM_006724677",0.420302409664971,5.02298148444944,2.35226905727447,0.0324164899127533,0.122587142096409,-4.12322177276436,"NS"
"SIN3A","SIN3A",0.587695911548131,8.251307282312,2.35177052941263,0.0324481130244229,0.122668075100362,-4.12411628316602,"NS"
"XM_006720467","XM_006720467",0.587695911548131,8.251307282312,2.35177052941263,0.0324481130244229,0.122668075100362,-4.12411628316602,"NS"
"ANP32E","ANP32E",0.53342825762487,6.99595098931585,2.35152116414563,0.0324639419002013,0.122708587950965,-4.12456368774835,"NS"
"DPF3","DPF3",0.423303604267654,3.78976145073208,2.3513969101778,0.0324718318403531,0.122714220812404,-4.12478661285999,"NS"
"FAM3B","FAM3B",2.10808120259335,7.48551311000062,2.35125618059663,0.0324807701367054,0.122714220812404,-4.12503909052045,"NS"
"XR_430351","XR_430351",2.10808120259335,7.48551311000062,2.35125618059663,0.0324807701367054,0.122714220812404,-4.12503909052045,"NS"
"C3orf38","C3orf38",-0.460542088730096,7.68669021540873,-2.35092602763189,0.0325017485560075,0.122769382101432,-4.12563137850055,"NS"
"WDR5","WDR5",-0.629174348283465,6.78359979154413,-2.3508654284873,0.0325056005022332,0.122769382101432,-4.12574008806115,"NS"
"XM_005263792","XM_005263792",0.447887516951981,9.42575904153708,2.35054072982946,0.0325262470860012,0.122798477703259,-4.12632254724105,"NS"
"ZNF577","ZNF577",0.41532508423291,4.83043896450704,2.35050291110846,0.032528652663833,0.122798477703259,-4.12639038579008,"NS"
"NR_024181","NR_024181",0.41532508423291,4.83043896450704,2.35050291110846,0.032528652663833,0.122798477703259,-4.12639038579008,"NS"
"RPL17","RPL17",-0.536123128211377,7.78634194208288,-2.35041449309304,0.0325342774210991,0.122800397336251,-4.12654898650897,"NS"
"CHP1","CHP1",-0.517777166193908,6.57425526890269,-2.35017643210921,0.0325494263425429,0.122811995897107,-4.12697599729042,"NS"
"XM_005254140","XM_005254140",-0.517777166193908,6.57425526890269,-2.35017643210921,0.0325494263425429,0.122811995897107,-4.12697599729042,"NS"
"DDX23","DDX23",-0.29839611742544,8.28572964786752,-2.35012499303609,0.0325527005206814,0.122811995897107,-4.12706826113272,"NS"
"RPS3A","RPS3A",0.901362991524956,4.88185992368884,2.34916546766075,0.0326138326660337,0.123003961604359,-4.12878914749628,"NS"
"SNORD73A","SNORD73A",0.901362991524956,4.88185992368884,2.34916546766075,0.0326138326660337,0.123003961604359,-4.12878914749628,"NS"
"STRIP1","STRIP1",-0.289379738003296,7.83641462675387,-2.34886661831801,0.0326328946537652,0.123034841074847,-4.12932506123196,"NS"
"RBBP8NL","RBBP8NL",-0.372648387070579,5.72201948188517,-2.34884720602592,0.0326341332217136,0.123034841074847,-4.12935987138663,"NS"
"ZNF234","ZNF234",-0.623825699741014,4.63840941092708,-2.34871570962861,0.0326425242881688,0.123034841074847,-4.12959566748357,"NS"
"XM_006722973","XM_006722973",-0.623825699741014,4.63840941092708,-2.34871570962861,0.0326425242881688,0.123034841074847,-4.12959566748357,"NS"
"AKAP10","AKAP10",-0.41497499402915,7.14961353811818,-2.34806849680174,0.0326838539176891,0.123171276767526,-4.13075614559692,"NS"
"TES","TES",-0.5381946986403,7.23563801205847,-2.34764326382751,0.0327110351838978,0.12325435894567,-4.13151852545417,"NS"
"TMEM35A","TMEM35A",0.686091928462156,3.62442944769411,2.34754593791333,0.0327172593323298,0.123258461543648,-4.131693007546,"NS"
"HUS1B","HUS1B",-0.342910625915301,4.43909103936715,-2.34723502571646,0.032737150132539,0.123314042291463,-4.13225037659336,"NS"
"EEA1","EEA1",-0.412033767888561,6.09635203110935,-2.34677776798904,0.0327664241500443,0.123378600904995,-4.13307003635474,"NS"
"ABLIM1","ABLIM1",0.957394388210972,9.88917891029732,2.34672646640062,0.0327697100562179,0.123378600904995,-4.13316199272774,"NS"
"XM_006717839","XM_006717839",0.957394388210972,9.88917891029732,2.34672646640062,0.0327697100562179,0.123378600904995,-4.13316199272774,"NS"
"PSAT1","PSAT1",0.657552879217394,7.62306272085765,2.34582991344557,0.0328271850343978,0.123575610915247,-4.13476888513498,"NS"
"MSANTD3","MSANTD3",-0.47808685573354,8.03471523580406,-2.34484216328004,0.0328906161406181,0.123728194589191,-4.13653890462211,"NS"
"PCF11","PCF11",0.727843900839508,7.24093403735298,2.3448365355947,0.0328909778680712,0.123728194589191,-4.13654898829111,"NS"
"RIMS3","RIMS3",0.453626977505469,4.3291722772089,2.34475034821285,0.0328965181517384,0.123728194589191,-4.13670341718613,"NS"
"PPFIA2","PPFIA2",0.309978428570093,3.19430300474563,2.3445370106088,0.0329102356617569,0.123728194589191,-4.13708566021132,"NS"
"XM_006719669","XM_006719669",0.309978428570093,3.19430300474563,2.3445370106088,0.0329102356617569,0.123728194589191,-4.13708566021132,"NS"
"RELN","RELN",0.570321020855255,6.81863201713729,2.34450373548655,0.032912375721829,0.123728194589191,-4.13714527875208,"NS"
"GUF1","GUF1",-0.39361236817383,7.53395932397535,-2.34440922201341,0.032918454986242,0.123728194589191,-4.13731461501729,"NS"
"XM_005248122","XM_005248122",-0.39361236817383,7.53395932397535,-2.34440922201341,0.032918454986242,0.123728194589191,-4.13731461501729,"NS"
"DESI1","DESI1",-0.671789531260973,6.41685644407863,-2.34439659632853,0.032919267171343,0.123728194589191,-4.13733723574899,"NS"
"XM_005261571","XM_005261571",-0.671789531260973,6.41685644407863,-2.34439659632853,0.032919267171343,0.123728194589191,-4.13733723574899,"NS"
"EPB41L1","EPB41L1",-0.440709604697616,6.30657331100918,-2.34416548629296,0.0329341373491397,0.123764704032261,-4.13775129276919,"NS"
"MRPL22","MRPL22",-0.271793201072608,9.24666115816695,-2.34325180479089,0.0329929877080872,0.123942583613067,-4.13938806226519,"NS"
"NCOA1","NCOA1",0.405155032295804,6.41453301385225,2.34321115417391,0.0329956083169882,0.123942583613067,-4.13946087699616,"NS"
"ZSWIM8","ZSWIM8",-0.294477944762582,4.5185585599561,-2.34319013948797,0.0329969631400507,0.123942583613067,-4.13949851897,"NS"
"LOC652276","LOC652276",-0.311102139080782,5.5813155982064,-2.34264388370698,0.0330321987742776,0.124019246904363,-4.14047693011993,"NS"
"EXOC3","EXOC3",0.542989508238735,7.06837643601334,2.34263490996887,0.0330327779108062,0.124019246904363,-4.14049300231177,"NS"
"ZNF169","ZNF169",0.504384712672044,5.32883956233059,2.34257196041222,0.0330368407435127,0.124019246904363,-4.14060574576441,"NS"
"VENTX","VENTX",0.287989092080528,4.69486289259993,2.34255336203846,0.0330380411926713,0.124019246904363,-4.14063905542093,"NS"
"RPP21","RPP21",-0.297568125254546,9.55891958306625,-2.34224138912844,0.0330581838878095,0.124075454210352,-4.14119778027657,"NS"
"EFS","EFS",0.354907533621706,9.85730222038258,2.34204251109113,0.0330710305802452,0.124104264538312,-4.14155394112545,"NS"
"CD46","CD46",-0.48059248758894,11.5417510199634,-2.34170681262084,0.0330927259537208,0.124166266740848,-4.14215509540228,"NS"
"GNAI1","GNAI1",-0.479847127816285,9.22490407898577,-2.34136076723976,0.0331151040316895,0.12421419049686,-4.1427747370251,"NS"
"CORO7","CORO7",-0.261262336544652,5.54680599105521,-2.3413492528836,0.0331158488871513,0.12421419049686,-4.14279535433236,"NS"
"GAP43","GAP43",0.968328588653743,3.87997041066607,2.34105955700098,0.0331345942918682,0.124265083155222,-4.14331406092018,"NS"
"RNGTT","RNGTT",-0.510893025296258,6.29274682600574,-2.34000613322283,0.0332028425183432,0.124482134664991,-4.1451999895806,"NS"
"XR_427976","XR_427976",-0.510893025296258,6.29274682600574,-2.34000613322283,0.0332028425183432,0.124482134664991,-4.1451999895806,"NS"
"MYL12B","MYL12B",-0.412419624193152,13.0449361498089,-2.3396250594202,0.0332275637075378,0.124540539826866,-4.14588212405443,"NS"
"INSM1","INSM1",0.33537668762803,2.50765116828921,2.33959008468813,0.0332298334707546,0.124540539826866,-4.14594472739813,"NS"
"ARNT","ARNT",0.556788385444427,7.24347655131418,2.33950510572143,0.0332353489776825,0.124540539826866,-4.14609683448712,"NS"
"WRAP73","WRAP73",-0.398580672227844,5.81338374884795,-2.33936622833295,0.0332443645808987,0.124540539826866,-4.1463454109395,"NS"
"XM_005244755","XM_005244755",-0.398580672227844,5.81338374884795,-2.33936622833295,0.0332443645808987,0.124540539826866,-4.1463454109395,"NS"
"AGGF1","AGGF1",-0.391964322010222,6.26902399560276,-2.33927195003816,0.0332504862229567,0.124544034070444,-4.14651415566233,"NS"
"C8orf48","C8orf48",-0.840579453119233,5.11837030435721,-2.33917157545865,0.0332570048714604,0.124549014031018,-4.1466938084254,"NS"
"PARP15","PARP15",-0.219546206637115,2.92285579747112,-2.33903369386738,0.0332659613049896,0.124563120630633,-4.146940586326,"NS"
"WDR43","WDR43",0.517202283620891,8.18723354768056,2.33892412361613,0.0332730803237294,0.124570343773226,-4.14713668834164,"NS"
"KRT78","KRT78",-1.11032961506255,6.4288557943714,-2.33810034246963,0.0333266490681372,0.124676715533547,-4.14861090506115,"NS"
"XM_005268695","XM_005268695",-1.11032961506255,6.4288557943714,-2.33810034246963,0.0333266490681372,0.124676715533547,-4.14861090506115,"NS"
"TMPRSS3","TMPRSS3",-0.885641732655844,5.33562770936471,-2.33808385067758,0.0333277223218458,0.124676715533547,-4.14864041588844,"NS"
"NR_046020","NR_046020",-0.885641732655844,5.33562770936471,-2.33808385067758,0.0333277223218458,0.124676715533547,-4.14864041588844,"NS"
"MAST3","MAST3",0.299979910183183,6.26076075913724,2.33800799785574,0.033332659094191,0.124676715533547,-4.14877614759959,"NS"
"XM_005259823","XM_005259823",0.299979910183183,6.26076075913724,2.33800799785574,0.033332659094191,0.124676715533547,-4.14877614759959,"NS"
"CACNA2D2","CACNA2D2",0.448600958498361,6.22080325958004,2.33702830217803,0.0333964829945972,0.12487947947872,-4.15052904130228,"NS"
"TMOD1","TMOD1",1.32250175879175,6.51728985987701,2.33701616604921,0.0333972743427174,0.12487947947872,-4.15055075341484,"NS"
"TNFRSF25","TNFRSF25",-0.394803720882697,6.51975374958186,-2.33685117666792,0.0334080343851343,0.124900255656074,-4.15084592211845,"NS"
"HPS6","HPS6",-0.447258180802697,7.56178216508164,-2.33666469676063,0.0334201998890411,0.124926279043259,-4.15117952615345,"NS"
"TNFAIP8L3","TNFAIP8L3",-0.326795098641306,3.6631162081021,-2.33630662578459,0.0334435712599862,0.124974715457292,-4.15182006433856,"NS"
"XM_006720500","XM_006720500",-0.326795098641306,3.6631162081021,-2.33630662578459,0.0334435712599862,0.124974715457292,-4.15182006433856,"NS"
"CFAP58","CFAP58",-0.370346898271633,4.0748182946684,-2.33603735267645,0.0334611568940849,0.125020966340571,-4.15230172589495,"NS"
"SFMBT2","SFMBT2",0.607164204251747,5.78091888105901,2.33571236304668,0.0334823928268287,0.125023862265359,-4.15288301610707,"NS"
"TMCC1","TMCC1",-0.351055641845319,6.72237818674809,-2.33570663017217,0.0334827675461099,0.125023862265359,-4.1528932698341,"NS"
"NR_033361","NR_033361",-0.351055641845319,6.72237818674809,-2.33570663017217,0.0334827675461099,0.125023862265359,-4.1528932698341,"NS"
"XM_006713545","XM_006713545",-0.351055641845319,6.72237818674809,-2.33570663017217,0.0334827675461099,0.125023862265359,-4.1528932698341,"NS"
"FAF2","FAF2",-0.359430373412111,6.73902155104665,-2.33530785984201,0.0335088421436283,0.125101762191844,-4.15360647551059,"NS"
"KNOP1","KNOP1",-0.554425411852534,7.48786232217287,-2.33479855678918,0.0335421719531885,0.125146989882227,-4.15451728855471,"NS"
"XM_005255317","XM_005255317",-0.554425411852534,7.48786232217287,-2.33479855678918,0.0335421719531885,0.125146989882227,-4.15451728855471,"NS"
"ZNF28","ZNF28",-0.194607987792941,2.7252869683914,-2.33472441375588,0.0335470266187087,0.125146989882227,-4.15464987473224,"NS"
"NR_036599","NR_036599",-0.194607987792941,2.7252869683914,-2.33472441375588,0.0335470266187087,0.125146989882227,-4.15464987473224,"NS"
"NR_036600","NR_036600",-0.194607987792941,2.7252869683914,-2.33472441375588,0.0335470266187087,0.125146989882227,-4.15464987473224,"NS"
"TIMM13","TIMM13",-0.363101813114207,10.0434764393892,-2.33443726463365,0.0335658345218537,0.125197693891769,-4.15516335040081,"NS"
"SNRPB","SNRPB",-0.277581703753992,10.1982807187373,-2.33430485301544,0.0335745106528321,0.125210597372479,-4.15540011700067,"NS"
"SLC35A5","SLC35A5",0.324197249822567,8.21493568336668,2.33407147106337,0.0335898078891969,0.125248185328026,-4.15581741460116,"NS"
"ABAT","ABAT",-0.397218072571858,5.47698192304888,-2.33361784694932,0.0336195598422198,0.125339651340938,-4.15662846008385,"NS"
"CD59","CD59",-0.513263474516828,5.64129581790637,-2.33328094189028,0.033641672539073,0.125402612872003,-4.15723077358896,"NS"
"PARD6G","PARD6G",-0.524729569774431,8.97624402034959,-2.33305212746969,0.0336566985208272,0.125434235795685,-4.15763982143823,"NS"
"IMPACT","IMPACT",-0.528677549445458,8.03305127923018,-2.3329155623142,0.0336656696036721,0.125434235795685,-4.15788394792233,"NS"
"RGS5","RGS5",2.97289851007993,7.08296296721253,2.33291306048429,0.033665833971994,0.125434235795685,-4.15788842017968,"NS"
"SBDS","SBDS",0.437047015439237,10.3446092304342,2.33254379440705,0.0336901027437096,0.125505175547806,-4.15854849384923,"NS"
"RDH8","RDH8",-0.265874805969082,5.20256339764447,-2.33222266106887,0.0337112215163453,0.12551216768358,-4.15912248956547,"NS"
"EPG5","EPG5",0.312821541936046,4.58849393204476,2.33219719719073,0.0337128966359487,0.12551216768358,-4.15916800229381,"NS"
"XM_005258324","XM_005258324",0.312821541936046,4.58849393204476,2.33219719719073,0.0337128966359487,0.12551216768358,-4.15916800229381,"NS"
"XM_006722516","XM_006722516",0.312821541936046,4.58849393204476,2.33219719719073,0.0337128966359487,0.12551216768358,-4.15916800229381,"NS"
"GCOM1","GCOM1",-0.422704908044592,8.51218887096461,-2.33187091567827,0.03373436771099,0.12557262620955,-4.15975115947898,"NS"
"GPR26","GPR26",-0.275708158779512,4.76542166161069,-2.33138700863107,0.033766235051792,0.125671758987922,-4.16061596844246,"NS"
"RUNX2","RUNX2",0.973417764651151,7.37105675588129,2.33101394381574,0.0337908222650869,0.125724166515576,-4.16128263023259,"NS"
"XM_006715234","XM_006715234",0.973417764651151,7.37105675588129,2.33101394381574,0.0337908222650869,0.125724166515576,-4.16128263023259,"NS"
"HLA-DRB6","HLA-DRB6",1.51497914332545,5.0098184322695,2.33093495243654,0.0337960304290683,0.125724166515576,-4.16142378042162,"NS"
"GEMIN6","GEMIN6",-0.502788530611458,6.39373628356943,-2.33059527602553,0.0338184350186218,0.125750653143517,-4.16203072506857,"NS"
"XM_005264568","XM_005264568",-0.502788530611458,6.39373628356943,-2.33059527602553,0.0338184350186218,0.125750653143517,-4.16203072506857,"NS"
"MAPKAPK2","MAPKAPK2",-0.442271396875222,4.37013537720484,-2.33058871600213,0.0338188678460712,0.125750653143517,-4.16204244632424,"NS"
"TNPO3","TNPO3",-0.375805572524181,8.61534395072059,-2.3299182799965,0.0338631303732136,0.125887103414784,-4.16324028089996,"NS"
"LRP2","LRP2",0.248455281165087,3.19725374613368,2.32960649600082,0.0338837330460579,0.125887103414784,-4.16379727539058,"NS"
"NAA60","NAA60",-0.368301672357044,7.65352356469886,-2.3295896921591,0.0338848437775441,0.125887103414784,-4.16382729406166,"NS"
"LCN1","LCN1",-0.352682249151338,4.7170975590086,-2.32956603201142,0.0338864077678388,0.125887103414784,-4.16386956078506,"NS"
"CFAP299","CFAP299",0.223174519371969,2.7730341909996,2.32955656801191,0.0338870333790068,0.125887103414784,-4.16388646731227,"NS"
"XM_006714169","XM_006714169",0.223174519371969,2.7730341909996,2.32955656801191,0.0338870333790068,0.125887103414784,-4.16388646731227,"NS"
"HDAC7","HDAC7",0.300696018499299,7.11665599168893,2.32905799447816,0.0339200065850332,0.125990095644377,-4.16477707605722,"NS"
"FAM24A","FAM24A",0.371148863289252,3.1860207824922,2.32857785735102,0.0339517889831026,0.126063930166976,-4.16563466800333,"NS"
"TRABD","TRABD",-0.398850972473381,5.93821282008685,-2.32822344468565,0.0339752670658492,0.126063930166976,-4.16626764586923,"NS"
"XM_006724425","XM_006724425",-0.398850972473381,5.93821282008685,-2.32822344468565,0.0339752670658492,0.126063930166976,-4.16626764586923,"NS"
"XR_430481","XR_430481",-0.398850972473381,5.93821282008685,-2.32822344468565,0.0339752670658492,0.126063930166976,-4.16626764586923,"NS"
"DTNA","DTNA",0.967859538057384,4.3038529803901,2.32809529954051,0.0339837597998282,0.126063930166976,-4.16649650094954,"NS"
"XM_006722396","XM_006722396",0.967859538057384,4.3038529803901,2.32809529954051,0.0339837597998282,0.126063930166976,-4.16649650094954,"NS"
"XM_006722397","XM_006722397",0.967859538057384,4.3038529803901,2.32809529954051,0.0339837597998282,0.126063930166976,-4.16649650094954,"NS"
"XM_006722398","XM_006722398",0.967859538057384,4.3038529803901,2.32809529954051,0.0339837597998282,0.126063930166976,-4.16649650094954,"NS"
"AKR1B1","AKR1B1",-0.868392076545829,10.509863067976,-2.32773847159776,0.0340074188415823,0.126063930166976,-4.16713373101073,"NS"
"FAM138A","FAM138A",0.522857476809442,4.25907208298745,2.32752786364522,0.0340213902044844,0.126063930166976,-4.16750981737407,"NS"
"FAM138E","FAM138E",0.522857476809442,4.25907208298745,2.32752786364522,0.0340213902044844,0.126063930166976,-4.16750981737407,"NS"
"FAM138F","FAM138F",0.522857476809442,4.25907208298745,2.32752786364522,0.0340213902044844,0.126063930166976,-4.16750981737407,"NS"
"FAM138B","FAM138B",0.522857476809442,4.25907208298745,2.32752786364522,0.0340213902044844,0.126063930166976,-4.16750981737407,"NS"
"FAM138C","FAM138C",0.522857476809442,4.25907208298745,2.32752786364522,0.0340213902044844,0.126063930166976,-4.16750981737407,"NS"
"FAM138D","FAM138D",0.522857476809442,4.25907208298745,2.32752786364522,0.0340213902044844,0.126063930166976,-4.16750981737407,"NS"
"HOMER2","HOMER2",-1.05935205982833,7.00960807521059,-2.32741058325687,0.0340291727169336,0.126063930166976,-4.16771924019695,"NS"
"XM_005272448","XM_005272448",-1.05935205982833,7.00960807521059,-2.32741058325687,0.0340291727169336,0.126063930166976,-4.16771924019695,"NS"
"RNF6","RNF6",-0.412195133618932,3.16599487301012,-2.32663147706956,0.0340809152450033,0.126236130819532,-4.16911033399066,"NS"
"ACADM","ACADM",0.318960686399361,9.79124013768175,2.32610745831174,0.0341157582861755,0.126334606642361,-4.17004584752841,"NS"
"HK3","HK3",0.288121696767244,5.26448604462505,2.32607333295567,0.0341180285082821,0.126334606642361,-4.17010676701231,"NS"
"MCM10","MCM10",-0.47234168435791,3.78483901020491,-2.32560824790711,0.0341489828840883,0.126429721916379,-4.1709369803985,"NS"
"GART","GART",-0.556328920346228,6.14981809467962,-2.32546081369608,0.0341588010751371,0.126446567459198,-4.17120014594281,"NS"
"RARG","RARG",-0.484929160830369,4.39321422199855,-2.32526240624347,0.0341720179474829,0.126456487014413,-4.17155428491064,"NS"
"XM_005269057","XM_005269057",-0.484929160830369,4.39321422199855,-2.32526240624347,0.0341720179474829,0.126456487014413,-4.17155428491064,"NS"
"EML3","EML3",0.247893385225618,6.86623413414768,2.32504558936703,0.0341864666511003,0.126471949866798,-4.17194126692468,"NS"
"GOLIM4","GOLIM4",0.698030115515744,9.35208204540647,2.32504156505336,0.034186734886084,0.126471949866798,-4.17194844949563,"NS"
"XM_006720051","XM_006720051",0.483735461513642,3.99606517534767,2.32476156898857,0.0342054024841385,0.126521508772429,-4.17244817059371,"NS"
"CEP250","CEP250",-0.365813384805995,5.4171520258413,-2.32449248044114,0.0342233518871986,0.12656839630147,-4.17292839818024,"NS"
"MAPRE1","MAPRE1",-0.528278680262328,7.75563237846916,-2.32424535582548,0.0342398439889366,0.126609880668996,-4.17336940514763,"NS"
"NAV2","NAV2",0.789301800777408,4.42947780307278,2.32412324229936,0.0342479961084795,0.126620517959908,-4.17358731514562,"NS"
"KCNK10","KCNK10",0.37887047866422,3.2054613214475,2.3240129065321,0.0342553635293864,0.126628251260178,-4.17378420330196,"NS"
"IRF9","IRF9",-0.637047539603412,6.57127268008816,-2.32382652682798,0.0342678119919935,0.12663163248994,-4.17411677782838,"NS"
"HAGH","HAGH",-0.301045795873423,9.06536743048165,-2.32373451813732,0.0342739588983849,0.12663163248994,-4.17428095285668,"NS"
"IL12RB2","IL12RB2",-0.284481926991549,3.54340569231507,-2.32370458837379,0.0342759586658542,0.12663163248994,-4.17433435715684,"NS"
"REX1BD","REX1BD",0.276514885476937,9.04782313844181,2.32341199436509,0.0342955142067698,0.12663163248994,-4.17485642186205,"NS"
"NM_175918","NM_175918",0.633604695192955,8.21191539197908,2.32327109526323,0.0343049349444058,0.12663163248994,-4.17510781201192,"NS"
"CCDC59","CCDC59",0.457011347674261,10.0011664074444,2.32317035370771,0.0343116721743192,0.12663163248994,-4.17528754929085,"NS"
"ADGRF4","ADGRF4",-0.794517587507017,7.44010790379282,-2.32308682590922,0.0343172591525719,0.12663163248994,-4.17543657202263,"NS"
"OR51B4","OR51B4",0.355886669731793,3.67061097966571,2.32305694834426,0.0343192578001079,0.12663163248994,-4.17548987626139,"NS"
"FSIP1","FSIP1",-1.6936187787609,7.18606516850658,-2.32298562541346,0.0343240293603474,0.12663163248994,-4.17561712143515,"NS"
"XM_005254209","XM_005254209",-1.6936187787609,7.18606516850658,-2.32298562541346,0.0343240293603474,0.12663163248994,-4.17561712143515,"NS"
"SNORD8","SNORD8",0.422189672578261,3.07900298531893,2.32297616131294,0.0343246625629317,0.12663163248994,-4.1756340059258,"NS"
"CNTN4","CNTN4",0.629749057410843,5.52920811774982,2.32297314109062,0.0343248646354284,0.12663163248994,-4.17563939416649,"NS"
"XM_006713005","XM_006713005",0.629749057410843,5.52920811774982,2.32297314109062,0.0343248646354284,0.12663163248994,-4.17563939416649,"NS"
"ALG12","ALG12",-0.324499513078274,6.55901385891682,-2.32262940056944,0.0343478704084323,0.126691968402832,-4.17625262460001,"NS"
"RASIP1","RASIP1",0.369429678851932,6.92142417793994,2.32257106492586,0.0343517761172248,0.126691968402832,-4.17635669073925,"NS"
