contrast,direction,source,term_id,term,gene_ratio,bg_ratio,pvalue,padj,qvalue,count,genes
C3,Up,GO_BP,GO:0048771,tissue remodeling,21/726,179/16355,4.657336662128378e-5,0.0011395920645145374,9.281479587081499e-4,21,MMP2/CTSK/DDR2/MEF2C/IGFBP5/NPR2/CTHRC1/RSPO3/F2R/COL6A1/LEPR/MITF/ACVRL1/THBS4/PTN/TIE1/NPR3/S1PR1/TNFRSF11B/GJA1/GPNMB
C3,Up,GO_BP,GO:0022602,ovulation cycle process,10/726,49/16355,4.761080754918826e-5,0.0011589407972336086,9.439066563474193e-4,10,MMP2/ADAMTS1/PDGFRA/SLIT3/NPR2/FZD4/A2M/PTX3/FOXO3/ROBO2
C3,Up,GO_BP,GO:2000242,negative regulation of reproductive process,12/726,70/16355,5.323468784116352e-5,0.001289157543699929,0.0010499625084244679,12,ZFPM2/BMP4/NPR2/SERPINF1/SNAI1/KIT/RGN/BMP7/GJA1/DUSP1/PTGDS/SULF1
C3,Up,GO_BP,GO:0003002,regionalization,37/726,419/16355,5.561734225708152e-5,0.0013399501226859947,0.0010913308453683742,37,WNT2B/ENG/MEF2C/BMP4/HHEX/GREM2/BICC1/GPC3/MEOX2/PKD2/AXIN2/MNS1/ACVRL1/IRX3/SMAD6/TBX3/SNAI1/PITX2/CYP26B1/ITGAM/CHRD/FGFR1/SOX17/MEOX1/FGF2/CITED2/MSX1/DAAM2/IRX1/PBX1/ZBTB16/GJA1/WNT2/ROBO2/MAFB/LRP4/EMX2
C3,Up,GO_BP,GO:0030178,negative regulation of Wnt signaling pathway,20/726,168/16355,5.695359399451471e-5,0.001365142778501174,0.0011118491631045167,20,RBMS3/DAB2/IGFBP4/CTHRC1/BICC1/GPC3/AXIN2/DKK2/FOXO3/SOX10/SOX17/DACT1/TNN/FRZB/NFATC4/LRP1/EGR1/DKK3/JADE1/LRP4
C3,Up,GO_BP,GO:0031960,response to corticosteroid,19/726,155/16355,5.810485482762227e-5,0.0013856680608130428,0.0011285661089949612,19,SLIT3/A2M/AXIN2/SERPINF1/CDO1/BCL2/FOXO3/GHR/BCKDHB/TRIM63/FAM107A/ZFP36L2/AQP1/SGK1/FOSB/ZFP36/ADM/PTGDS/KLF9
C3,Up,GO_BP,GO:0001823,mesonephros development,15/726,105/16355,5.977593496806363e-5,0.0014111926757787083,0.0011493547929590654,15,WNT2B/BMP4/OSR2/DCHS1/GPC3/PKD2/BCL2/SMAD6/FGFR1/FGF2/BMP7/PBX1/ZBTB16/BMPER/ROBO2
C3,Up,GO_BP,GO:0061326,renal tubule development,15/726,105/16355,5.977593496806363e-5,0.0014111926757787083,0.0011493547929590654,15,COL4A1/WNT2B/MEF2C/BMP4/DCHS1/GPC3/PKD2/BCL2/IRX3/TFAP2B/FGF2/POU3F3/AQP1/IRX1/PBX1
C3,Up,GO_BP,GO:0007517,muscle organ development,33/726,358/16355,6.089816103815396e-5,0.0014304978027862366,0.0011650779756509984,33,TAGLN/COL3A1/LAMA2/ZFPM2/SGCE/ENG/NEGR1/MEF2C/BMP4/HLF/MYLK/TWIST1/COL6A1/COL6A3/MEOX2/ADARB1/SGCD/BCL2/ITGA7/CYP26B1/HLX/ARID5B/CITED2/MSX1/TGFBR3/NR4A1/NUPR1/ITGA11/S1PR1/MUSTN1/GJA1/EGR1/WNT2
C3,Up,GO_BP,GO:0045669,positive regulation of osteoblast differentiation,12/726,71/16355,6.151416870660086e-5,0.0014306612108099545,0.0011652110643485885,12,FERMT2/PRKD1/DDR2/MEF2C/BMP4/CTHRC1/FGF2/IL6ST/CCN1/BMP7/TENT5A/JUND
C3,Up,GO_BP,GO:0061035,regulation of cartilage development,12/726,71/16355,6.151416870660086e-5,0.0014306612108099545,0.0011652110643485885,12,CTSK/BMP4/SCIN/AXIN2/ACVRL1/CCN2/CCN1/RFLNB/FRZB/FGF18/ZBTB16/MUSTN1
C3,Up,GO_BP,GO:0072110,glomerular mesangial cell proliferation,5/726,11/16355,6.281208424318885e-5,0.0014536510924852276,0.001183935318765836,5,PDGFRB/PDGFD/BMP4/BMP7/EGR1
C3,Up,GO_BP,GO:0050921,positive regulation of chemotaxis,18/726,143/16355,6.370201139063444e-5,0.0014670198505549051,0.0011948235882608682,18,CXCL12/PRKD1/PDGFRA/PDGFRB/PDGFD/CSF1/NTRK3/LPAR1/SMOC2/RARRES2/THBS4/CMKLR1/PTN/FGFR1/FGF2/CCL19/FGF18/S1PR1
C3,Up,GO_BP,GO:0043410,positive regulation of MAPK cascade,39/726,454/16355,6.440006566576159e-5,0.001475861017062185,0.0012020243321953447,39,FERMT2/PDGFRA/TLR4/PDGFRB/MEF2C/IGFBP4/FLT1/PDGFD/BMP4/ACTA2/NTRK3/FZD7/ANGPT1/F2R/TNFRSF19/PDE5A/JCAD/TEK/LPAR1/AR/LRRK2/CCN2/GHR/ADRA2A/FGFR1/FGF2/KIT/SH3RF3/CCL19/GPR183/FGF18/LAPTM5/NTRK2/PLA2G5/BMPER/GPNMB/MYOC/PDE8B/PELI2
C3,Up,GO_BP,GO:0001937,negative regulation of endothelial cell proliferation,10/726,51/16355,6.832487680080982e-5,0.0015506776386966402,0.0012629592024965355,10,ENG/MEF2C/FLT1/ACVRL1/MMRN2/PTPRM/RGCC/CCL2/SPARC/SULF1
C3,Up,GO_BP,GO:0010171,body morphogenesis,10/726,51/16355,6.832487680080982e-5,0.0015506776386966402,0.0012629592024965355,10,MMP2/PDGFRA/COL1A1/GREM2/GPC3/CRISPLD2/CLDN5/ARID5B/MSX1/CSRNP1
C3,Up,GO_BP,GO:0010975,regulation of neuron projection development,38/726,440/16355,7.119769895891996e-5,0.0016081095659086825,0.0013097349985611035,38,CXCL12/PMP22/PRKD1/MAP1B/DDR2/PLXND1/DAB2/PTPRG/NEGR1/PRRX1/NTRK3/UST/FZD4/PLXNC1/LPAR1/SERPINF1/LRRK2/PREX1/ROR1/EPHA3/HECW2/NR2F1/PTN/SEMA3G/FGFR1/SDC2/MAGI2/CHN1/TNN/MGARP/BMP7/NFATC4/NTRK2/KLF4/SYNE1/ROBO2/SPOCK1/LRP4
C3,Up,GO_BP,GO:0010464,regulation of mesenchymal cell proliferation,8/726,33/16355,7.49712090543988e-5,0.001683167558453545,0.0013708664549256426,8,ZEB1/BMP4/PRRX1/CHRD/FGFR1/IRS2/SYNE1/WNT2
C3,Up,GO_BP,GO:0021782,glial cell development,17/726,132/16355,7.566425457161602e-5,0.001683167558453545,0.0013708664549256426,17,ZEB2/TLR4/GPM6B/COL6A1/CLU/LPAR1/PLP1/ROR1/ID4/SOX10/LAMC3/MXRA8/NR1D1/NTRK2/LRP1/MYOC/WASF3
C3,Up,GO_BP,GO:0014911,positive regulation of smooth muscle cell migration,9/726,42/16355,7.595392132655417e-5,0.001683167558453545,0.0013708664549256426,9,ADAMTS1/POSTN/DDR2/TLR4/PDGFRB/PDGFD/IGFBP5/LPAR1/BCL2
C3,Up,GO_BP,GO:1903670,regulation of sprouting angiogenesis,9/726,42/16355,7.595392132655417e-5,0.001683167558453545,0.0013708664549256426,9,RHOJ/JCAD/KLF2/PPP1R16B/FGF2/TNN/TSPAN18/KLF4/BMPER
C3,Up,GO_BP,GO:0050679,positive regulation of epithelial cell proliferation,22/726,199/16355,7.65374819265998e-5,0.0016849653359005937,0.0013723306661286231,22,CXCL12/PRKD1/BMP4/OSR2/FZD7/TWIST1/GATA2/AGTR1/JCAD/TEK/ACVRL1/AR/THBS4/HLX/PTN/ZNF703/FGFR1/PPP1R16B/FGF2/NR4A1/IRS2/WNT2
C3,Up,GO_BP,GO:0003018,vascular process in circulatory system,27/726,271/16355,7.675235885115517e-5,0.0016849653359005937,0.0013723306661286231,27,MMP2/FERMT2/ZEB2/SLC8A1/ACTA2/SVEP1/ANGPT1/F2R/LEPR/AGTR1/ABCB1/TEK/VSTM4/SOD3/CLDN5/KCNJ8/SLC6A6/SLCO2B1/ADRA2A/PDE3A/KLF2/PRKG1/PLVAP/DDAH1/LRP1/ADM/SLC7A2
C3,Up,GO_BP,GO:0030318,melanocyte differentiation,7/726,25/16355,7.864456419435934e-5,0.0017105192712273155,0.001393143230246083,7,ZEB2/MEF2C/MITF/BCL2/SOX10/KIT/ENPP1
C3,Up,GO_BP,GO:1900746,regulation of vascular endothelial growth factor signaling pathway,7/726,25/16355,7.864456419435934e-5,0.0017105192712273155,0.001393143230246083,7,CCBE1/TNXB/ADGRA2/JCAD/SMOC2/EMILIN1/DCN
C3,Up,GO_BP,GO:0001570,vasculogenesis,13/726,84/16355,7.936732539350851e-5,0.0017182843073672949,0.0013994675130022,13,GJC1/ZFPM2/ENG/PDGFRB/QKI/NPR2/FZD4/TIE1/SOX17/CITED2/TGFBR3/NTRK2/ADM
C3,Up,GO_BP,GO:0006936,muscle contraction,32/726,348/16355,8.211179223726106e-5,0.001769546788672718,0.0014412185648597006,32,GJC1/PRKD1/CACNA2D1/SLC8A1/MYL9/ACTA2/KCNE4/MYLK/TPM2/F2R/SGCD/PDE5A/PLN/SCN7A/ANK2/TBX3/LMOD1/KCNJ8/SCN4B/ADRA2A/SYNM/TRIM63/PRKG1/MYH11/KIT/NR4A1/CACNA1C/KCNJ2/CNN1/GJA1/SSPN/SULF1
C3,Up,GO_BP,GO:0090288,negative regulation of cellular response to growth factor stimulus,15/726,108/16355,8.314371582375131e-5,0.001777648202905008,0.0014478168128788742,15,FBN1/ADGRA2/HHEX/GREM2/CHRDL1/SMAD6/MMRN2/CHRD/FGF2/EMILIN1/DCN/CRIM1/BMPER/SULF1/BAMBI
C3,Up,GO_BP,GO:0046683,response to organophosphorus,17/726,133/16355,8.32444880032145e-5,0.001777648202905008,0.0014478168128788742,17,COL1A1/IGFBP5/NPR2/PKD2/TEK/LPAR1/CDO1/TYR/KCNJ8/PDE3A/BCKDHB/INHBB/PENK/ENPP1/AQP1/FOSB/ERRFI1
C3,Up,GO_BP,GO:0032970,regulation of actin filament-based process,34/726,380/16355,8.540787740142237e-5,0.0018155937015017296,0.00147872176401129,34,CXCL12/FERMT2/EPS8/PRKD1/PDGFRA/ZEB2/PDGFRB/DLC1/KANK2/LIMCH1/ACTA2/GPM6B/SCIN/PLN/SYNPO2/ANK2/LPAR1/PREX1/PIK3R1/LMOD1/EPHA3/CCN2/HCLS1/FAM107A/SYNPO/DAAM2/RGCC/CACNA1C/KCNJ2/S1PR1/LRP1/BST1/MYOC/WASF3
C3,Up,GO_BP,GO:0006958,"complement activation, classical pathway",8/726,34/16355,9.425910985947836e-5,0.0019857816059185174,0.0016173323782827658,8,SERPING1/C1S/C1R/SVEP1/CLU/C7/C4A/C4B
C3,Up,GO_BP,GO:0060317,cardiac epithelial to mesenchymal transition,8/726,34/16355,9.425910985947836e-5,0.0019857816059185174,0.0016173323782827658,8,ENG/TWIST1/TBX3/SNAI1/MSX1/TGFBR3/OLFM1/WNT2
C3,Up,GO_BP,GO:0072070,loop of Henle development,5/726,12/16355,1.0374604339974036e-4,0.002175887999517769,0.0017721657319457532,5,PKD2/IRX3/POU3F3/AQP1/IRX1
C3,Up,GO_BP,GO:0070482,response to oxygen levels,31/726,338/16355,1.1069552888070796e-4,0.0022963554840046895,0.0018702812359922584,31,MMP2/POSTN/CXCL12/DDR2/ZEB2/COL1A1/ENG/VCAM1/ARNT2/TWIST1/FZD4/COL6A1/PTGIS/TEK/LPAR1/ACVRL1/BCL2/SOD3/KCNJ8/FOXO3/CYGB/CITED2/PENK/RGCC/AQP1/TGFBR3/MGARP/BMP7/DDAH1/EGR1/ADM
C3,Up,GO_BP,GO:0051146,striated muscle cell differentiation,28/726,292/16355,1.1069745208551525e-4,0.0022963554840046895,0.0018702812359922584,28,JAM2/COL14A1/PRKD1/PDGFRA/ADAMTS5/PDGFRB/SLC8A1/MEF2C/BMP4/IGFBP5/MYL9/FZD7/COL6A1/SGCD/PGM5/BCL2/IRX3/TBX3/LMOD1/KCNJ8/CYP26B1/PRKG1/MYH11/CCN3/LDB3/MSX1/SYNE1/SORBS2
C3,Up,GO_BP,GO:0000302,response to reactive oxygen species,21/726,190/16355,1.1095629946127385e-4,0.0022963554840046895,0.0018702812359922584,21,MMP2/PDGFRA/DDR2/COL1A1/FBLN5/SLC8A1/PDGFD/COL6A1/PKD2/TXNIP/LRRK2/BCL2/SOD3/FOXO3/KLF2/CYGB/APOD/AQP1/BMP7/KLF4/RHOB
C3,Up,GO_BP,GO:0030501,positive regulation of bone mineralization,9/726,44/16355,1.1153853090008827e-4,0.0022982807814412925,0.0018718493066566058,9,SLC8A1/MEF2C/BMP4/GPM6B/OSR2/PTN/CCN1/BMP7/TENT5A
C3,Up,GO_BP,GO:0061900,glial cell activation,10/726,54/16355,1.1347469607730207e-4,0.002327965599000721,0.0018960262939140106,10,ZEB2/IL33/CLU/LRRK2/KCNJ8/ITGAM/ITGB2/CALHM2/NR1D1/LRP1
C3,Up,GO_BP,GO:0048661,positive regulation of smooth muscle cell proliferation,13/726,87/16355,1.1484793912905071e-4,0.0023458939914273056,0.001910628186426084,13,MMP2/ADAMTS1/DDR2/TLR4/PDGFRB/PDGFD/BMP4/IGFBP5/PIK3R1/FGF2/S1PR1/GJA1/JUN
C3,Up,GO_BP,GO:0001953,negative regulation of cell-matrix adhesion,8/726,35/16355,1.174790694954312e-4,0.0023789511572824816,0.001937551804064848,8,POSTN/DLC1/ACVRL1/PIK3R1/APOD/FAM107A/MYOC/BCL6
C3,Up,GO_BP,GO:0110110,positive regulation of animal organ morphogenesis,8/726,35/16355,1.174790694954312e-4,0.0023789511572824816,0.001937551804064848,8,WNT2B/BMP4/CSF1/FGFR1/FGF2/MSX1/WNT2/ROBO2
C3,Up,GO_BP,GO:0043406,positive regulation of MAP kinase activity,12/726,76/16355,1.2170099494598685e-4,0.0024538681298551337,0.0019985684058218306,12,TLR4/PDGFRB/FLT1/NTRK3/PDE5A/LRRK2/GHR/ADRA2A/FGFR1/FGF2/CCL19/FGF18
C3,Up,GO_BP,GO:0071902,positive regulation of protein serine/threonine kinase activity,16/726,125/16355,1.312927942709607e-4,0.0026359553311323647,0.0021468704776200728,16,FERMT2/TLR4/PDGFRB/FLT1/NTRK3/PDE5A/LRRK2/TCIM/GHR/ADRA2A/FGFR1/FGF2/CCL19/CEMIP/RGCC/FGF18
C3,Up,GO_BP,GO:0003181,atrioventricular valve morphogenesis,7/726,27/16355,1.344423401089501e-4,0.0026650215773495675,0.002170543665538679,7,SLIT3/DCHS1/TWIST1/AXIN2/SMAD6/CCN1/OLFM1
C3,Up,GO_BP,GO:0044342,type B pancreatic cell proliferation,7/726,27/16355,1.344423401089501e-4,0.0026650215773495675,0.002170543665538679,7,IGFBP4/IGFBP5/CCN3/NR1D1/NR4A1/NUPR1/IRS2
C3,Up,GO_BP,GO:1902547,regulation of cellular response to vascular endothelial growth factor stimulus,7/726,27/16355,1.344423401089501e-4,0.0026650215773495675,0.002170543665538679,7,CCBE1/TNXB/ADGRA2/JCAD/SMOC2/EMILIN1/DCN
C3,Up,GO_BP,GO:0097529,myeloid leukocyte migration,24/726,236/16355,1.3795033275851464e-4,0.002723070013863453,0.0022178215815002243,24,MMP2/CXCL12/CD200/FLT1/PDGFD/CSF1/CCL14/PECAM1/PREX1/PIK3R1/CCL23/RARRES2/THBS4/CMKLR1/ITGB2/CCN3/KIT/CCL19/CCL2/MPP1/EMILIN1/BST1/CCL8/DUSP1
C3,Up,GO_BP,GO:0034446,substrate adhesion-dependent cell spreading,14/726,101/16355,1.4529893222250728e-4,0.0028357133798227394,0.0023095646827666107,14,POSTN/FERMT2/FBLN1/DAB2/ANTXR1/FZD7/FZD4/ITGA8/PEAK1/TEK/PREX1/PIK3R1/LIMS2/MYOC
C3,Up,GO_BP,GO:0072080,nephron tubule development,14/726,101/16355,1.4529893222250728e-4,0.0028357133798227394,0.0023095646827666107,14,WNT2B/MEF2C/BMP4/DCHS1/GPC3/PKD2/BCL2/IRX3/TFAP2B/FGF2/POU3F3/AQP1/IRX1/PBX1
C3,Up,GO_BP,GO:2000628,regulation of miRNA metabolic process,13/726,89/16355,1.4546762974399323e-4,0.0028357133798227394,0.0023095646827666107,13,BMP4/QKI/TWIST1/GATA2/AR/SMAD6/FOXO3/FGF2/NFATC4/KLF4/DNM3OS/EGR1/JUN
C3,Up,GO_BP,GO:0036293,response to decreased oxygen levels,29/726,313/16355,1.5323887948288836e-4,0.002974860561200866,0.002422893983994342,29,MMP2/POSTN/CXCL12/DDR2/ZEB2/ENG/VCAM1/ARNT2/TWIST1/FZD4/COL6A1/PTGIS/TEK/ACVRL1/BCL2/SOD3/KCNJ8/FOXO3/CYGB/CITED2/PENK/RGCC/AQP1/TGFBR3/MGARP/BMP7/DDAH1/EGR1/ADM
C3,Up,GO_BP,GO:0072089,stem cell proliferation,15/726,114/16355,1.54711958072809e-4,0.0029910978560743072,0.0024361185514172007,15,FERMT2/FBLN1/WNT2B/PRRX1/OSR2/NES/ABCB1/AXIN2/TBX3/TSC22D1/FGFR1/SOX17/FGF2/PBX1/GJA1
C3,Up,GO_BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,26/726,268/16355,1.5961871975494931e-4,0.0030733145303637375,0.002503080441368597,26,FERMT2/PRKD1/PDGFRA/DDR2/ENG/PDGFRB/FLT1/PDGFD/IGFBP5/NTRK3/TWIST1/ANGPT1/F2R/TEK/ROR1/HCLS1/FGFR1/PPP1R16B/MAGI2/FGF2/KIT/CCL19/NTRK2/DCN/IRS2/MYOC
C3,Up,GO_BP,GO:0055001,muscle cell development,21/726,195/16355,1.6034007158922606e-4,0.0030746026788823835,0.00250412958207019,21,COL14A1/PRKD1/PDGFRA/ENG/PDGFRB/SLC8A1/BMP4/MYL9/COL6A1/SGCD/ANK2/PGM5/BCL2/TBX3/LMOD1/PRKG1/MYH11/LDB3/NFATC4/ADM/SORBS2
C3,Up,GO_BP,GO:0035567,non-canonical Wnt signaling pathway,11/726,67/16355,1.6203198482505558e-4,0.003081887711368871,0.0025100629228172896,11,DAB2/FZD7/CTHRC1/FZD4/RSPO3/GPC3/MAGI2/DACT1/DAAM2/FRZB/MYOC
C3,Up,GO_BP,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,11/726,67/16355,1.6203198482505558e-4,0.003081887711368871,0.0025100629228172896,11,MMP2/ADAMTS1/DDR2/MEF2C/BMP4/IGFBP5/PRKG1/FGF2/CNN1/GJA1/JUN
C3,Up,GO_BP,GO:0045807,positive regulation of endocytosis,18/726,154/16355,1.6670882069297113e-4,0.003158056611353139,0.002572099164766342,18,DAB2/GATA2/ANGPT1/GPC3/CLU/LRRK2/PTX3/SELE/CLIP3/C4A/C4B/MAGI2/CCL19/CCL2/PLA2G5/LRP1/FCGR2C/SYNE1
C3,Up,GO_BP,GO:0043116,negative regulation of vascular permeability,6/726,20/16355,1.701253867046051e-4,0.0032029546396996947,0.002608666647690706,6,FERMT2/ANGPT1/CLDN5/PDE3A/DDAH1/ADM
C3,Up,GO_BP,GO:0045785,positive regulation of cell adhesion,40/726,492/16355,1.704424563484299e-4,0.0032029546396996947,0.002608666647690706,40,NID1/CXCL12/HACD1/FERMT2/PLPP3/LAMA2/FBLN1/DAB2/CSF1/VCAM1/ANGPT1/FBLN2/TEK/PREX1/PODXL/ABI3BP/LIMS2/COL16A1/SELE/FOXO3/HLX/ECM2/ITGB2/CHRD/RUNX3/CITED2/CCL19/IL6ST/CCN1/CCL2/BMP7/HLA-DPB1/ZBTB16/EDIL3/EMILIN1/COL8A1/HLA-DPA1/MYOC/VIT/BCL6
C3,Up,GO_BP,GO:0003272,endocardial cushion formation,7/726,28/16355,1.7244444425494477e-4,0.0032276653350985277,0.0026287924297199593,7,ENG/DCHS1/TBX3/SNAI1/MSX1/BMP7/ROBO2
C3,Up,GO_BP,GO:0003206,cardiac chamber morphogenesis,16/726,128/16355,1.73825835709955e-4,0.0032278014868196386,0.002628903319349642,16,ADAMTS1/ZFPM2/SLIT3/ENG/MEF2C/BMP4/CPE/TEK/SMAD6/TBX3/CITED2/TGFBR3/CCN1/BMP7/WNT2/ROBO2
C3,Up,GO_BP,GO:0043534,blood vessel endothelial cell migration,16/726,128/16355,1.73825835709955e-4,0.0032278014868196386,0.002628903319349642,16,PRKD1/RHOJ/MEF2C/GATA2/ANGPT1/MEOX2/JCAD/ACVRL1/MMRN2/FGFR1/FGF2/RGCC/TGFBR3/NR4A1/FGF18/KLF4
C3,Up,GO_BP,GO:0010092,specification of animal organ identity,8/726,37/16355,1.7815731066627986e-4,0.0032822864529811085,0.002673278944362961,8,WNT2B/MEF2C/BMP4/AXIN2/FGFR1/FGF2/WNT2/ROBO2
C3,Up,GO_BP,GO:0035909,aorta morphogenesis,8/726,37/16355,1.7815731066627986e-4,0.0032822864529811085,0.002673278944362961,8,COL3A1/ENG/PDGFRB/MYLK/ACVRL1/TFAP2B/FKBP10/LRP1
C3,Up,GO_BP,GO:0048754,branching morphogenesis of an epithelial tube,18/726,155/16355,1.80977954894257e-4,0.0033212282503641386,0.002704995337338093,18,COL4A1/PLXND1/WNT2B/ENG/BMP4/CSF1/DCHS1/GPC3/PKD2/AR/BCL2/TBX3/TIE1/FGF2/BMP7/PBX1/NFATC4/WNT2
C3,Up,GO_BP,GO:0045666,positive regulation of neuron differentiation,13/726,91/16355,1.8286467684150895e-4,0.0033427947540910856,0.00272256031259015,13,CXCL12/MAP1B/ZEB1/MEF2C/BMP4/GATA2/S100B/IRX3/TCF4/FGFR1/FGF2/BMP7/BCL6
C3,Up,GO_BP,GO:0045600,positive regulation of fat cell differentiation,11/726,68/16355,1.8567463203757593e-4,0.0033679514336391186,0.002743049329228159,11,MEDAG/LMO3/AXIN2/LPL/CCDC3/RARRES2/CMKLR1/FRZB/BMP7/ZBTB16/ZFP36
C3,Up,GO_BP,GO:0060390,regulation of SMAD protein signal transduction,11/726,68/16355,1.8567463203757593e-4,0.0033679514336391186,0.002743049329228159,11,DAB2/ENG/BMP4/ACVRL1/SMAD6/CCN3/TGFBR3/BMP7/EMILIN1/LRP1/BMPER
C3,Up,GO_BP,GO:0055007,cardiac muscle cell differentiation,15/726,116/16355,1.8826019508097692e-4,0.0034017169095785756,0.0027705498344913,15,COL14A1/PDGFRA/PDGFRB/SLC8A1/MEF2C/BMP4/FZD7/SGCD/IRX3/TBX3/KCNJ8/PRKG1/MYH11/SYNE1/SORBS2
C3,Up,GO_BP,GO:2000027,regulation of animal organ morphogenesis,12/726,80/16355,2.0100818622857105e-4,0.003618147352114279,0.002946822976168001,12,WNT2B/BMP4/CSF1/FGFR1/FGF2/CITED2/MSX1/BMP7/TNFRSF11B/WNT2/ROBO2/SULF1
C3,Up,GO_BP,GO:0042060,wound healing,36/726,430/16355,2.0265988376249548e-4,0.0036339547096038314,0.002959697378371519,36,SERPING1/COL3A1/FERMT2/PLPP3/PDGFRA/FBLN1/DDR2/PAPSS2/TFPI/TLR4/ENG/F2RL2/MYL9/SVEP1/NPR2/FZD7/MYLK/GATA2/F2R/SMOC2/ACVRL1/PEAR1/MCAM/ADRA2A/COL5A1/PRKG1/FGF2/NFATC1/IL6ST/FKBP10/AQP1/CCN1/VWF/F10/EMILIN1/DST
C3,Up,GO_BP,GO:0071229,cellular response to acid chemical,13/726,92/16355,2.0447038626369318e-4,0.0036524786109004962,0.002974784286846207,13,MMP2/COL3A1/COL4A1/PDGFRA/ZEB1/COL1A1/PDGFD/COL6A1/PKD2/COL1A2/COL16A1/KLF2/NTRK2
C3,Up,GO_BP,GO:1990874,vascular associated smooth muscle cell proliferation,11/726,69/16355,2.12176733949561e-4,0.0037575806067314714,0.003060385271553158,11,MMP2/ADAMTS1/DDR2/MEF2C/BMP4/IGFBP5/PRKG1/FGF2/CNN1/GJA1/JUN
C3,Up,GO_BP,GO:0007272,ensheathment of neurons,18/726,157/16355,2.1275360608568995e-4,0.0037575806067314714,0.003060385271553158,18,JAM2/PMP22/GPM6B/QKI/COL6A1/CLU/ANK2/LPAR1/PLP1/TNFRSF1B/ID4/CLDN5/CLDN11/SOX10/PTN/NTRK2/MYOC/WASF3
C3,Up,GO_BP,GO:0008366,axon ensheathment,18/726,157/16355,2.1275360608568995e-4,0.0037575806067314714,0.003060385271553158,18,JAM2/PMP22/GPM6B/QKI/COL6A1/CLU/ANK2/LPAR1/PLP1/TNFRSF1B/ID4/CLDN5/CLDN11/SOX10/PTN/NTRK2/MYOC/WASF3
C3,Up,GO_BP,GO:0003205,cardiac chamber development,19/726,171/16355,2.1650182794104989e-4,0.003803701472392185,0.0030979487020558793,19,ADAMTS1/PLXND1/ZFPM2/SLIT3/ENG/MEF2C/BMP4/CPE/TEK/ANK2/SMAD6/TBX3/KCNJ8/CITED2/TGFBR3/CCN1/BMP7/WNT2/ROBO2
C3,Up,GO_BP,GO:0060323,head morphogenesis,8/726,38/16355,2.1698424746724256e-4,0.003803701472392185,0.0030979487020558793,8,MMP2/PDGFRA/COL1A1/CRISPLD2/CLDN5/ARID5B/MSX1/CSRNP1
C3,Up,GO_BP,GO:0035767,endothelial cell chemotaxis,7/726,29/16355,2.1868082783122703e-4,0.003819191558182545,0.00311056470031896,7,PRKD1/SMOC2/FGFR1/CCN3/FGF2/NR4A1/FGF18
C3,Up,GO_BP,GO:0032964,collagen biosynthetic process,9/726,48/16355,2.251553031330573e-4,0.0038746506011688763,0.0031557336683580616,9,DDR2/COL1A1/ENG/BMP4/F2R/CYGB/COL5A1/RGCC/EMILIN1
C3,Up,GO_BP,GO:0060976,coronary vasculature development,9/726,48/16355,2.251553031330573e-4,0.0038746506011688763,0.0031557336683580616,9,PLXND1/PDGFRB/BMP4/GPC3/SGCD/SMAD6/KCNJ8/FGF2/TGFBR3
C3,Up,GO_BP,GO:0061383,trabecula morphogenesis,9/726,48/16355,2.251553031330573e-4,0.0038746506011688763,0.0031557336683580616,9,MMP2/ADAMTS1/COL1A1/ENG/SLC40A1/TEK/TGFBR3/BMP7/S1PR1
C3,Up,GO_BP,GO:0120163,negative regulation of cold-induced thermogenesis,9/726,48/16355,2.251553031330573e-4,0.0038746506011688763,0.0031557336683580616,9,LAMA4/ADAMTS5/PLCL2/TLR4/QKI/NOVA1/NR1D1/ZNF423/NPR3
C3,Up,GO_BP,GO:0072111,cell proliferation involved in kidney development,6/726,21/16355,2.2928620443824524e-4,0.003917042139821367,0.0031902597249110873,6,PDGFRB/PDGFD/BMP4/GPC3/BMP7/EGR1
C3,Up,GO_BP,GO:0086012,membrane depolarization during cardiac muscle cell action potential,6/726,21/16355,2.2928620443824524e-4,0.003917042139821367,0.0031902597249110873,6,CACNA2D1/SLC8A1/ANK2/SCN4B/CACNA1C/KCNJ2
C3,Up,GO_BP,GO:0009612,response to mechanical stimulus,22/726,215/16355,2.364906130589173e-4,0.004025481522285483,0.0032785788652523436,22,MMP2/POSTN/CXCL12/MAP1B/DDR2/COL1A1/TLR4/ENG/IL33/SLC8A1/COL6A1/PKD2/TXNIP/USP53/ITGAM/PTN/FGF2/KIT/CITED2/AQP1/KCNJ2/FOSB
C3,Up,GO_BP,GO:0060572,morphogenesis of an epithelial bud,5/726,14/16355,2.4347535489296953e-4,0.004114558335565363,0.003351128038757835,5,WNT2B/BMP4/BMP7/WNT2/SULF1
C3,Up,GO_BP,GO:1901653,cellular response to peptide,5/726,14/16355,2.4347535489296953e-4,0.004114558335565363,0.003351128038757835,5,NPR2/KLF15/KLF2/IRS2/KLF4
C3,Up,GO_BP,GO:0061333,renal tubule morphogenesis,12/726,82/16355,2.54934181604016e-4,0.004277431375627383,0.003483781015528565,12,COL4A1/WNT2B/MEF2C/BMP4/DCHS1/GPC3/PKD2/BCL2/IRX3/FGF2/IRX1/PBX1
